"type","w1_str","w2_str","bi.freq","w1.freq","w2.freq"
"nobody_goes","nobody","goes",16,5231,14549
"chestnut_tree","chestnut","tree",23,419,6037
"passes_out","passes","out",17,1943,196367
"are_calls","are","calls",14,456718,6040
"significance_which","significance","which",33,4600,364831
"strategy_based","strategy","based",19,6016,18468
"not_ruled","not","ruled",54,448154,2387
"hardy_the","hardy","the",15,907,6036130
"trying_with","trying","with",15,17760,658333
"english_only","english","only",14,22773,148191
"undivided_loyalty","undivided","loyalty",12,117,1591
"position_a","position","a",72,22666,2169721
"a_receptionist","a","receptionist",51,2169721,390
"isn't_your","isn't","your",52,17491,133494
"sake_i","sake","i",42,2978,720226
"his_birth","his","birth",145,409172,5108
"peter_reid","peter","reid",67,10913,924
"their_circumstances","their","circumstances",59,254217,10210
"and_quarter","and","quarter",23,2614893,7305
"back_won't","back","won't",14,96552,15448
"calmed_her","calmed","her",15,243,302784
"little_natural","little","natural",13,62274,13968
"some_fifteen","some","fifteen",55,166759,4958
"british_democracy","british","democracy",16,35364,4134
"your_glass","your","glass",38,133494,9258
"principal_components","principal","components",28,4809,3159
"like_graham","like","graham",13,146876,3615
"apron_pocket","apron","pocket",12,457,3257
"can_conceal","can","conceal",13,231901,656
"like_put","like","put",18,146876,57408
"the_sweating","the","sweating",21,6036130,446
"on_stand","on","stand",15,727437,10658
"by_elizabeth","by","elizabeth",75,511973,3142
"time_britain","time","britain",11,151986,19791
"have_reverted","have","reverted",21,447159,276
"psychology_is","psychology","is",80,2210,970830
"and_gerry","and","gerry",48,2614893,763
"political_judgement","political","judgement",15,29826,2430
"glimpse_of","glimpse","of",706,981,3041281
"brush_that","brush","that",11,1902,1048180
"dublin_where","dublin","where",30,2195,102130
"blackout_and","blackout","and",24,165,2614893
"taster_of","taster","of",15,77,3041281
"dick_francis","dick","francis",18,1373,2306
"being_expected","being","expected",32,87540,16421
"nietzsche_and","nietzsche","and",13,209,2614893
"report_with","report","with",106,23261,658333
"explained_i","explained","i",49,6723,720226
"one_criterion","one","criterion",17,287758,1282
"keys_at","keys","at",13,2240,521986
"an_incline","an","incline",15,336611,204
"motorola_inc's","motorola","inc's",36,365,753
"are_immune","are","immune",31,456718,967
"the_generating","the","generating",44,6036130,958
"a_psychopath","a","psychopath",29,2169721,60
"smile_at","smile","at",206,6809,521986
"have_arrested","have","arrested",40,447159,3440
"saint_martin","saint","martin",14,1133,4746
"seebohm_report","seebohm","report",11,44,23261
"company_such","company","such",38,35779,106950
"tape_all","tape","all",13,4666,275882
"sisters_but","sisters","but",17,1910,443525
"moments_a","moments","a",17,3002,2169721
"confessed_the","confessed","the",11,703,6036130
"c_ted'ivoire","c","ted'ivoire",103,26357,106
"law_an","law","an",38,26298,336611
"success_however","success","however",19,13168,59624
"the_oder-neisse","the","oder-neisse",21,6036130,25
"anaemia_is","anaemia","is",16,361,970830
"and_weariness","and","weariness",11,2614893,159
"little_extras","little","extras",16,62274,353
"walked_so","walked","so",14,8620,236139
"of_girlfriends","of","girlfriends",13,3041281,199
"component_are","component","are",14,2613,456718
"liability_can","liability","can",22,3878,231901
"me_sad","me","sad",14,129661,3261
"injecting_drug","injecting","drug",26,271,4946
"contaminated_with","contaminated","with",113,637,658333
"fingers_splayed","fingers","splayed",12,5392,108
"following_behind","following","behind",21,26516,22358
"hopping_on","hopping","on",17,215,727437
"estimated_one","estimated","one",17,4870,287758
"its_maximum","its","maximum",104,160263,5047
"the_outset","the","outset",964,6036130,985
"average_and","average","and",166,9818,2614893
"his_hearers","his","hearers",19,409172,94
"resolution_adopted","resolution","adopted",14,3623,5345
"c_supply","c","supply",21,26357,9481
"therefore_believe","therefore","believe",12,22943,20377
"medical_aspects","medical","aspects",28,9177,7177
"religious_grounds","religious","grounds",29,6431,6051
"response_at","response","at",53,11780,521986
"glaciers_and","glaciers","and",28,140,2614893
"stylistic_variation","stylistic","variation",20,516,2670
"responsiveness_and","responsiveness","and",15,160,2614893
"a_bruised","a","bruised",29,2169721,510
"reporter_is","reporter","is",13,1102,970830
"and_warns","and","warns",20,2614893,558
"places_where","places","where",446,9531,102130
"certainly_find","certainly","find",30,17763,40841
"effortlessly_through","effortlessly","through",11,233,81023
"low_wall","low","wall",58,16598,11225
"with_glasgow","with","glasgow",24,658333,3908
"provide_us","provide","us",152,22140,76267
"journey_in","journey","in",132,4645,1937245
"anywhere_for","anywhere","for",34,3917,877618
"time_display","time","display",13,151986,6254
"continuously_over","continuously","over",11,878,122926
"contradiction_in","contradiction","in",136,776,1937245
"and_fighter","and","fighter",11,2614893,938
"detects_a","detects","a",17,109,2169721
"hotel_last","hotel","last",14,10678,74399
"stimulus_will","stimulus","will",20,1458,250441
"this_portfolio","this","portfolio",11,452531,1515
"be_filtered","be","filtered",21,649613,373
"in_john","in","john",180,1937245,29906
"healthy_plants","healthy","plants",17,3493,7111
"an_accuracy","an","accuracy",41,336611,1678
"hooks_for","hooks","for",11,440,877618
"confidence_was","confidence","was",104,6831,860745
"attend_meetings","attend","meetings",39,3527,5225
"disappointment_when","disappointment","when",31,1462,208943
"churchill_NUM","churchill","NUM",11,1102,1265511
"christina_looked","christina","looked",12,561,32165
"fresh_start","fresh","start",138,6568,23079
"edward_looked","edward","looked",25,5739,32165
"match_in","match","in",320,9330,1937245
"stakes_were","stakes","were",15,960,307547
"example_than","example","than",27,35522,144557
"least_did","least","did",14,30246,90267
"ye_shall","ye","shall",28,1448,19443
"was_mad","was","mad",135,860745,2910
"taking_my","taking","my",107,21564,145643
"for_none","for","none",38,877618,8753
"sixteenth-_and","sixteenth-","and",16,20,2614893
"silver_coins","silver","coins",41,4802,1366
"the_avenues","the","avenues",32,6036130,296
"rings_or","rings","or",19,1528,368104
"structure_to","structure","to",248,13593,2593392
"be_signing","be","signing",19,649613,1660
"and_errors","and","errors",55,2614893,2100
"dealers_and","dealers","and",138,1690,2614893
"the_redemption","the","redemption",84,6036130,592
"as_authority","as","authority",17,653528,17664
"field_officers","field","officers",47,14922,8414
"the_doc","the","doc",86,6036130,376
"carries_with","carries","with",111,1788,658333
"in_dover","in","dover",37,1937245,465
"must_increase","must","increase",18,68791,16786
"the_absurd","the","absurd",98,6036130,915
"alongside_another","alongside","another",11,3201,58416
"column_if","column","if",25,2736,253058
"for_gandhi","for","gandhi",15,877618,508
"services_bill","services","bill",16,24622,13026
"two-year_term","two-year","term",26,562,12281
"express_opinions","express","opinions",15,4865,1721
"colour_when","colour","when",22,11164,208943
"distinction_i","distinction","i",14,4082,720226
"after_proper","after","proper",11,113561,6288
"weren't_like","weren't","like",27,5390,146876
"donations_but","donations","but",11,728,443525
"patterns_to","patterns","to",74,5734,2593392
"perfection_that","perfection","that",15,695,1048180
"many_lovely","many","lovely",17,88334,5577
"and_economic","and","economic",2327,2614893,23000
"anything_either","anything","either",17,27087,27092
"the_secretary's","the","secretary's",49,6036130,286
"everybody_would","everybody","would",62,5135,228948
"making_noises","making","noises",12,26946,881
"toll_could","toll","could",11,805,143186
"autumn_in","autumn","in",33,3809,1937245
"what_r","what","r",11,216517,15575
"swiftly_followed","swiftly","followed",22,1170,14316
"the_minor","the","minor",398,6036130,4867
"my_trousers","my","trousers",85,145643,2110
"incomes_for","incomes","for",20,1454,877618
"threshold_for","threshold","for",81,976,877618
"department_that","department","that",78,15351,1048180
"almost_out","almost","out",54,30245,196367
"believes_this","believes","this",64,3916,452531
"the_mann","the","mann",13,6036130,448
"replied_simply","replied","simply",13,4992,17233
"heads_towards","heads","towards",12,5330,27224
"require_two","require","two",35,6819,150771
"state_then","state","then",33,37791,153059
"information_given","information","given",145,37932,41082
"first_baron","first","baron",88,120285,735
"to_th","to","th",49,2593392,4455
"publications_act","publications","act",43,1921,27083
"proceedings_he","proceedings","he",12,4192,588865
"moving_for","moving","for",24,9453,877618
"policy_is","policy","is",855,25593,970830
"entire_family","entire","family",50,4686,32741
"for_praise","for","praise",33,877618,1557
"recommend_him","recommend","him",11,1780,153095
"minor_adjustments","minor","adjustments",16,4867,694
"layout_and","layout","and",144,1224,2614893
"by_arbitrary","by","arbitrary",12,511973,1071
"specified_and","specified","and",56,3246,2614893
"which_argues","which","argues",35,364831,2277
"method_with","method","with",53,8790,658333
"public_but","public","but",123,38169,443525
"waste_by","waste","by",55,6609,511973
"small_mound","small","mound",11,42952,468
"you_dealt","you","dealt",17,579748,3439
"leading_directly","leading","directly",16,11149,8588
"and_accusing","and","accusing",22,2614893,535
"that_literacy","that","literacy",18,1048180,944
"party_democracy","party","democracy",16,37409,4134
"two_all","two","all",37,150771,275882
"being_spotted","being","spotted",15,87540,1565
"shelves_the","shelves","the",13,1154,6036130
"which_hitler","which","hitler",19,364831,1159
"holiday_village","holiday","village",34,7505,10916
"goal_which","goal","which",64,5880,364831
"but_ministers","but","ministers",20,443525,6569
"when_britain","when","britain",65,208943,19791
"sails_and","sails","and",38,508,2614893
"as_bankers","as","bankers",11,653528,759
"restoration_was","restoration","was",21,1923,860745
"obstruction_is","obstruction","is",12,488,970830
"early_nep","early","nep",12,33184,128
"and_carry","and","carry",462,2614893,9853
"chronicle_a","chronicle","a",22,483,2169721
"fool_or","fool","or",14,1725,368104
"am_supposed","am","supposed",17,25759,6218
"lovely_as","lovely","as",34,5577,653528
"stairs_on","stairs","on",19,3274,727437
"from_in","from","in",152,423379,1937245
"well_become","well","become",69,137061,29712
"to_crystallize","to","crystallize",29,2593392,59
"prince_sadruddin","prince","sadruddin",14,5293,14
"hoping_for","hoping","for",426,3348,877618
"a_school","a","school",1575,2169721,35849
"stone_floor","stone","floor",67,7643,10833
"which_london","which","london",16,364831,32436
"drawn_towards","drawn","towards",50,7319,27224
"small_specimens","small","specimens",19,42952,1470
"and_think","and","think",764,2614893,88123
"standards_would","standards","would",28,9501,228948
"married_people","married","people",33,9719,115716
"viewpoints_are","viewpoints","are",12,283,456718
"no_generally","no","generally",23,206543,11436
"by_deregulation","by","deregulation",12,511973,435
"region's_economy","region's","economy",11,587,10077
"advantages_but","advantages","but",13,2869,443525
"carry_me","carry","me",30,9853,129661
"a_beach","a","beach",203,2169721,3684
"pour_some","pour","some",16,1209,166759
"service_more","service","more",25,30014,208888
"give_themselves","give","themselves",67,43746,22993
"spending_up","spending","up",15,6569,206222
"city_will","city","will",51,21427,250441
"as_j","as","j",41,653528,9854
"its_council","its","council",31,160263,28937
"secondary_bile","secondary","bile",19,4788,1173
"withholding_taxes","withholding","taxes",12,268,2783
"penny_back","penny","back",11,1731,96552
"the_carbohydrates","the","carbohydrates",11,6036130,197
"following_july","following","july",11,26516,11771
"our_trainees","our","trainees",15,93040,649
"your_man","your","man",147,133494,54479
"a_leer","a","leer",16,2169721,79
"real_ale","real","ale",127,22552,637
"kirk_douglas","kirk","douglas",23,464,1881
"of_penrith","of","penrith",12,3041281,82
"cases_have","cases","have",164,18075,447159
"and_enjoyed","and","enjoyed",222,2614893,4921
"of_victor","of","victor",31,3041281,992
"formally_defined","formally","defined",11,2127,5829
"alleged_victim","alleged","victim",20,3048,3477
"was_dennis","was","dennis",11,860745,1293
"centuries_past","centuries","past",11,3480,25286
"in_acute","in","acute",111,1937245,2273
"party_after","party","after",77,37409,113561
"power_conferred","power","conferred",25,31184,568
"and_sarah's","and","sarah's",13,2614893,283
"he_bawled","he","bawled",26,588865,93
"contrasting_colour","contrasting","colour",12,698,11164
"plumbing_is","plumbing","is",11,338,970830
"major_achievements","major","achievements",15,27994,1481
"minimize_their","minimize","their",14,317,254217
"jeff_banks","jeff","banks",15,750,6587
"make_those","make","those",104,77200,86818
"rail_links","rail","links",52,3799,4294
"pete_said","pete","said",34,1026,193749
"boxing_in","boxing","in",15,1156,1937245
"any_officer","any","officer",21,121356,8572
"diesel_multiple","diesel","multiple",13,1275,2437
"in_bolivia","in","bolivia",65,1937245,280
"treaties_or","treaties","or",11,655,368104
"running_smoothly","running","smoothly",41,13494,946
"produced_their","produced","their",44,12769,254217
"beaten_track","beaten","track",74,2248,6041
"a_fellowship","a","fellowship",46,2169721,727
"one_oh","one","oh",62,287758,45865
"the_widest","the","widest",240,6036130,310
"unleaded_fuel","unleaded","fuel",43,233,4160
"speed_limit","speed","limit",140,7611,4810
"as_volunteers","as","volunteers",18,653528,1829
"prayer_or","prayer","or",22,1968,368104
"chilli_sauce","chilli","sauce",17,185,1343
"representing_an","representing","an",43,2302,336611
"their_fantasies","their","fantasies",12,254217,513
"style_also","style","also",11,10441,123293
"NUM_fund","NUM","fund",28,1265511,6275
"britain_this","britain","this",82,19791,452531
"upperparts_and","upperparts","and",11,55,2614893
"outside_while","outside","while",20,20977,54704
"and_enforce","and","enforce",53,2614893,996
"collect_more","collect","more",19,2760,208888
"the_newsons","the","newsons",13,6036130,13
"such_plans","such","plans",44,106950,11488
"public_bureaucracies","public","bureaucracies",20,38169,209
"joined_hands","joined","hands",20,7058,17741
"cling_to","cling","to",232,396,2593392
"or_ideological","or","ideological",31,368104,1645
"thus_almost","thus","almost",12,20139,30245
"respect_from","respect","from",53,9902,423379
"equation_are","equation","are",14,2451,456718
"continuously_at","continuously","at",11,878,521986
"going_their","going","their",15,63243,254217
"worked_were","worked","were",11,12309,307547
"code_number","code","number",48,5202,48629
"be_surmised","be","surmised",15,649613,70
"being_captured","being","captured",23,87540,1686
"symbolism_of","symbolism","of",78,377,3041281
"pocketing_the","pocketing","the",15,36,6036130
"x_to","x","to",122,7528,2593392
"carrying_something","carrying","something",20,5717,49484
"scottish_army","scottish","army",20,9878,10775
"reintroduction_of","reintroduction","of",68,104,3041281
"radio_a","radio","a",24,8624,2169721
"or_broadcast","or","broadcast",13,368104,1472
"lot_together","lot","together",21,27815,29829
"judge_ruled","judge","ruled",47,6373,2387
"pages_at","pages","at",20,4192,521986
"our_entire","our","entire",37,93040,4686
"field_marshal","field","marshal",83,14922,595
"no_exact","no","exact",25,206543,2229
"hazard_for","hazard","for",18,844,877618
"goals_with","goals","with",37,4700,658333
"stephanie_and","stephanie","and",17,382,2614893
"and_feathers","and","feathers",33,2614893,805
"its_sleep","its","sleep",12,160263,7148
"david_shaw","david","shaw",13,13923,777
"unchanged_in","unchanged","in",46,1078,1937245
"clive_was","clive","was",21,915,860745
"drag_herself","drag","herself",13,1162,15830
"million_miles","million","miles",102,24364,10272
"and_committing","and","committing",27,2614893,611
"p_have","p","have",13,30891,447159
"he's_hardly","he's","hardly",23,31961,8336
"i_if","i","if",458,720226,253058
"this_disk","this","disk",21,452531,2650
"cavell_fielding","cavell","fielding",12,61,408
"respectively_are","respectively","are",21,3199,456718
"real_men","real","men",24,22552,35217
"perinatal_mortality","perinatal","mortality",61,131,2244
"people_an","people","an",37,115716,336611
"and_renewable","and","renewable",15,2614893,331
"workshops_at","workshops","at",46,1380,521986
"elements_at","elements","at",22,6321,521986
"crisp_in","crisp","in",12,748,1937245
"heavy_stone","heavy","stone",18,9088,7643
"instance_one","instance","one",71,8987,287758
"in_immediately","in","immediately",26,1937245,10085
"situated_between","situated","between",49,1928,90462
"the_much-needed","the","much-needed",14,6036130,202
"sciences_that","sciences","that",11,2057,1048180
"courses_may","courses","may",42,7942,127119
"cold_in","cold","in",204,11504,1937245
"announced_during","announced","during",13,10391,43451
"backwards_but","backwards","but",15,1723,443525
"of_phoenix","of","phoenix",23,3041281,544
"of_etna","of","etna",11,3041281,66
"luckily_this","luckily","this",12,663,452531
"an_assured","an","assured",42,336611,2135
"outweighs_the","outweighs","the",32,66,6036130
"previous_area","previous","area",20,12037,33100
"mus_ed'orsay","mus","ed'orsay",23,273,23
"assumptions_about","assumptions","about",422,2443,191133
"round_us","round","us",37,30672,76267
"captain_to","captain","to",50,4918,2593392
"england_team","england","team",133,21364,18207
"raped_or","raped","or",22,584,368104
"had_dreamt","had","dreamt",18,412099,270
"the_testing","the","testing",169,6036130,3334
"terminals_are","terminals","are",25,720,456718
"wonderful_that","wonderful","that",26,4507,1048180
"by_canon","by","canon",23,511973,853
"a_grandiose","a","grandiose",28,2169721,245
"ideologies_are","ideologies","are",19,373,456718
"relates_that","relates","that",20,1445,1048180
"which_tom","which","tom",11,364831,4868
"was_during","was","during",261,860745,43451
"the_intertidal","the","intertidal",13,6036130,36
"cards_you","cards","you",24,3777,579748
"animal_a","animal","a",25,6350,2169721
"just_leave","just","leave",335,125369,19657
"sexually_active","sexually","active",54,989,7200
"short_ice","short","ice",14,19509,3885
"a_huddle","a","huddle",28,2169721,115
"their_ranks","their","ranks",87,254217,1679
"individual_style","individual","style",24,18148,10441
"their_disadvantages","their","disadvantages",11,254217,841
"as_output","as","output",29,653528,6050
"claws_on","claws","on",14,404,727437
"the_remoter","the","remoter",38,6036130,78
"by_du","by","du",11,511973,3342
"miss_saigon","miss","saigon",25,11474,125
"and_patient","and","patient",128,2614893,7249
"been_supported","been","supported",107,259718,5636
"for_planning","for","planning",326,877618,14353
"hung_between","hung","between",17,2920,90462
"hardly_saw","hardly","saw",24,8336,25075
"inadequate_and","inadequate","and",156,2278,2614893
"who_tells","who","tells",60,191162,3574
"and_subtropics","and","subtropics",11,2614893,16
"says_i'll","says","i'll",78,38897,26932
"to_governors","to","governors",33,2593392,1565
"miss_bishop","miss","bishop",16,11474,3845
"little_brat","little","brat",13,62274,114
"dimension_the","dimension","the",12,1598,6036130
"qualitatively_different","qualitatively","different",57,164,47412
"large_sample","large","sample",50,34214,4598
"the_half-dozen","the","half-dozen",33,6036130,85
"arguing_as","arguing","as",11,1749,653528
"see_sense","see","sense",27,113356,21325
"stockpile_of","stockpile","of",34,90,3041281
"settle_up","settle","up",17,2490,206222
"been_privileged","been","privileged",23,259718,985
"partly_hidden","partly","hidden",11,5563,3230
"protected_area","protected","area",15,2558,33100
"later_after","later","after",179,38208,113561
"frontiers_to","frontiers","to",12,478,2593392
"steel_workers","steel","workers",14,3936,13422
"longer_now","longer","now",16,16168,137275
"strands_to","strands","to",24,782,2593392
"are_affecting","are","affecting",27,456718,1732
"this_congress","this","congress",47,452531,5306
"bedrooms_all","bedrooms","all",93,1570,275882
"the_threads","the","threads",101,6036130,453
"many_northern","many","northern",21,88334,10700
"NUM_ethnic","NUM","ethnic",37,1265511,2302
"NUM_days","NUM","days",3220,1265511,31451
"has_examined","has","examined",66,252098,3487
"such_guidance","such","guidance",12,106950,3193
"economy_while","economy","while",15,10077,54704
"the_partially","the","partially",44,6036130,1285
"inequality_in","inequality","in",93,768,1937245
"take_evidence","take","evidence",17,69307,21083
"accurately_and","accurately","and",96,1404,2614893
"profit_it","profit","it",12,5856,918894
"all_happy","all","happy",66,275882,11175
"made_were","made","were",53,91349,307547
"victims_in","victims","in",75,2763,1937245
"spokesman_david","spokesman","david",37,3943,13923
"he_certainly","he","certainly",349,588865,17763
"robson_said","robson","said",22,615,193749
"whose_work","whose","work",256,19274,88987
"hat-trick_in","hat-trick","in",43,357,1937245
"on_likely","on","likely",16,727437,22952
"a_reinforcer","a","reinforcer",11,2169721,37
"law_making","law","making",17,26298,26946
"that_analysis","that","analysis",51,1048180,12857
"must_understand","must","understand",128,68791,14711
"dominant_male","dominant","male",35,2997,7595
"to_relegate","to","relegate",23,2593392,41
"ilp_members","ilp","members",15,395,28779
"set_amongst","set","amongst",18,44151,4442
"thinking_is","thinking","is",190,12806,970830
"welfare_or","welfare","or",26,4755,368104
"custom_that","custom","that",21,1442,1048180
"quantities_or","quantities","or",17,1863,368104
"once_mastered","once","mastered",11,36827,384
"five_miles","five","miles",276,38861,10272
"cuff_and","cuff","and",21,176,2614893
"not_observed","not","observed",61,448154,4993
"recover_and","recover","and",71,1975,2614893
"double_when","double","when",19,7673,208943
"single_phase","single","phase",12,18123,4628
"up_simply","up","simply",14,206222,17233
"expand_when","expand","when",12,1749,208943
"people_i've","people","i've",55,115716,36350
"defiantly_at","defiantly","at",11,294,521986
"before_dumping","before","dumping",12,84765,674
"for_sutton","for","sutton",15,877618,879
"are_wider","are","wider",32,456718,4832
"of_foreigners","of","foreigners",88,3041281,926
"quick_to","quick","to",604,5647,2593392
"tail_will","tail","will",11,2604,250441
"this_indication","this","indication",13,452531,2313
"pastel_pink","pastel","pink",11,324,3106
"you_money","you","money",95,579748,36013
"newport_gwent","newport","gwent",24,400,186
"still_appears","still","appears",32,71594,7564
"the_portrait","the","portrait",267,6036130,1701
"incorrect_or","incorrect","or",18,682,368104
"widespread_throughout","widespread","throughout",20,3220,12248
"can_greatly","can","greatly",38,231901,3290
"world_snooker","world","snooker",14,53612,443
"philippines_have","philippines","have",13,670,447159
"way_where","way","where",33,95412,102130
"rheumatism_and","rheumatism","and",18,103,2614893
"latimer_and","latimer","and",22,134,2614893
"celebrated_its","celebrated","its",66,1686,160263
"between_religious","between","religious",26,90462,6431
"told_parliament","told","parliament",44,35313,9419
"and_miniature","and","miniature",26,2614893,848
"of_pickled","of","pickled",11,3041281,123
"lady_chatterley","lady","chatterley",27,8773,30
"head_this","head","this",33,35586,452531
"the_gel","the","gel",110,6036130,704
"woman_that's","woman","that's",14,20106,66103
"due_respect","due","respect",52,15341,9902
"mr_wright","mr","wright",36,58363,1790
"to_lead","to","lead",1683,2593392,14315
"if_necessary","if","necessary",1285,253058,17826
"the_examiner","the","examiner",117,6036130,318
"all_seriousness","all","seriousness",22,275882,558
"regional_affairs","regional","affairs",24,7754,7129
"laugh_to","laugh","to",26,3548,2593392
"examining_each","examining","each",13,1558,60299
"happier_with","happier","with",62,877,658333
"the_headman","the","headman",20,6036130,57
"one_reporter","one","reporter",11,287758,1102
"was_exceptionally","was","exceptionally",40,860745,895
"been_secretly","been","secretly",24,259718,681
"enviously_at","enviously","at",11,42,521986
"function_if","function","if",19,8542,253058
"are_returned","are","returned",72,456718,9848
"lords_the","lords","the",83,3399,6036130
"undertaking_a","undertaking","a",107,1623,2169721
"warmth_in","warmth","in",86,1949,1937245
"explicitly_that","explicitly","that",28,1287,1048180
"as_partial","as","partial",16,653528,1757
"it_nineteen","it","nineteen",11,918894,4566
"the_unqualified","the","unqualified",16,6036130,292
"be_mutual","be","mutual",17,649613,2202
"election_and","election","and",302,9553,2614893
"drink_some","drink","some",32,7587,166759
"to_cell","to","cell",50,2593392,5388
"a_bladder","a","bladder",12,2169721,984
"then_shut","then","shut",20,153059,4485
"predicted_by","predicted","by",156,1811,511973
"and_lavender","and","lavender",27,2614893,443
"by_indulging","by","indulging",11,511973,235
"thought_his","thought","his",131,53388,409172
"or_fire","or","fire",27,368104,13311
"the_carriages","the","carriages",74,6036130,409
"realism_and","realism","and",93,878,2614893
"the_matrilineal","the","matrilineal",16,6036130,51
"although_fewer","although","fewer",15,42708,3048
"badly_but","badly","but",41,4145,443525
"mr_brooks","mr","brooks",24,58363,363
"coming_days","coming","days",18,19346,31451
"be_cutting","be","cutting",36,649613,3848
"particular_belief","particular","belief",11,28733,5050
"members_can","members","can",138,28779,231901
"of_hdtv","of","hdtv",16,3041281,106
"was_enlisted","was","enlisted",12,860745,250
"its_rightful","its","rightful",49,160263,276
"old_man's","old","man's",232,52429,3976
"all_locations","all","locations",16,275882,1449
"of_bit","of","bit",21,3041281,26269
"are_oh","are","oh",14,456718,45865
"addressed_with","addressed","with",17,2766,658333
"for_evangelism","for","evangelism",14,877618,167
"destruction_on","destruction","on",18,2309,727437
"elderly_women","elderly","women",79,4887,32880
"constituency_for","constituency","for",20,1859,877618
"magazines_are","magazines","are",32,1645,456718
"may_confirm","may","confirm",12,127119,2583
"currency_it","currency","it",15,3452,918894
"joint_investment","joint","investment",13,6941,10766
"undertaken_before","undertaken","before",12,2699,84765
"eleven_times","eleven","times",17,3235,28951
"planet_NUM","planet","NUM",13,1644,1265511
"binding_and","binding","and",65,2547,2614893
"levels_in","levels","in",595,12035,1937245
"everything_new","everything","new",13,17083,123449
"dire_consequences","dire","consequences",38,473,4363
"among_historians","among","historians",14,22382,1562
"nodded_dumbly","nodded","dumbly",20,3257,53
"whistle_and","whistle","and",60,714,2614893
"qualities_like","qualities","like",12,2436,146876
"being_destroyed","being","destroyed",90,87540,3066
"price_up","price","up",18,17991,206222
"antiochus_iii","antiochus","iii",13,48,4202
"of_ewes","of","ewes",12,3041281,206
"north-east_england","north-east","england",26,1628,21364
"an_unwelcome","an","unwelcome",79,336611,440
"dirty_but","dirty","but",19,2617,443525
"relief_that","relief","that",176,6359,1048180
"think_as","think","as",191,88123,653528
"wife_and","wife","and",1692,15384,2614893
"uses_only","uses","only",47,5302,148191
"could_honestly","could","honestly",13,143186,1283
"a_kicking","a","kicking",14,2169721,979
"its_nationals","its","nationals",17,160263,537
"by_witnesses","by","witnesses",17,511973,1570
"its_apotheosis","its","apotheosis",13,160263,55
"asylum_applications","asylum","applications",15,910,6174
"frost_in","frost","in",36,942,1937245
"abruptly_with","abruptly","with",12,1152,658333
"ec_counterparts","ec","counterparts",11,6391,933
"letter_then","letter","then",18,13104,153059
"writes_paul","writes","paul",21,2507,9893
"only_opened","only","opened",25,148191,10843
"gun_would","gun","would",16,3335,228948
"window_you","window","you",36,9845,579748
"votes_compared","votes","compared",12,3104,8741
"so_mean","so","mean",22,236139,42394
"offspring_are","offspring","are",21,926,456718
"misery_that","misery","that",38,1210,1048180
"did_sleep","did","sleep",12,90267,7148
"mental_stress","mental","stress",24,5712,4775
"changes_wrought","changes","wrought",22,18858,330
"political_role","political","role",76,29826,17947
"movement_rather","movement","rather",16,13063,41714
"before_venturing","before","venturing",15,84765,122
"common_between","common","between",19,19758,90462
"from_acid","from","acid",24,423379,4946
"he_preached","he","preached",60,588865,341
"ah_go","ah","go",15,5648,85944
"of_cowardice","of","cowardice",24,3041281,139
"becomes_less","becomes","less",90,7638,38495
"eyes_not","eyes","not",38,27269,448154
"neighbour's_house","neighbour's","house",39,206,48762
"said_should","said","should",44,193749,104688
"get_both","get","both",36,95302,67232
"peering_round","peering","round",19,508,30672
"who_ultimately","who","ultimately",12,191162,2834
"an_affective","an","affective",14,336611,206
"quarter_was","quarter","was",50,7305,860745
"more_current","more","current",17,208888,14184
"vague_notion","vague","notion",14,1441,3569
"population_and","population","and",684,12939,2614893
"than_things","than","things",13,144557,40682
"chemistry_set","chemistry","set",12,2003,44151
"played_upon","played","upon",17,10987,22762
"great_competition","great","competition",19,46009,9221
"that_executive","that","executive",20,1048180,7809
"goods_train","goods","train",26,10015,7754
"however_has","however","has",272,59624,252098
"vegetables_in","vegetables","in",76,1732,1937245
"ballot_is","ballot","is",15,978,970830
"people_saw","people","saw",51,115716,25075
"survive_until","survive","until",19,3420,40003
"the_waitress","the","waitress",86,6036130,281
"whole_while","whole","while",16,29935,54704
"our_october","our","october",13,93040,10442
"it_love","it","love",53,918894,21811
"and_separate","and","separate",186,2614893,9004
"stole_some","stole","some",14,891,166759
"linguistic_communication","linguistic","communication",24,2471,6003
"following_of","following","of",65,26516,3041281
"room_would","room","would",50,28608,228948
"few_surprises","few","surprises",36,43283,450
"big_sister","big","sister",27,24563,6518
"were_tall","were","tall",24,307547,4304
"far_our","far","our",12,39489,93040
"cardinal_heenan","cardinal","heenan",12,711,23
"card_but","card","but",43,5561,443525
"ask_how","ask","how",235,18444,96755
"the_usability","the","usability",13,6036130,60
"any_short","any","short",15,121356,19509
"an_interpreter","an","interpreter",118,336611,407
"local_club","local","club",38,45842,15190
"we_depend","we","depend",40,299533,3448
"became_only","became","only",25,21744,148191
"pack_a","pack","a",60,3326,2169721
"her_changing","her","changing",11,302784,6207
"schemes_would","schemes","would",27,5033,228948
"a_pea","a","pea",24,2169721,169
"cases_up","cases","up",18,18075,206222
"story_one","story","one",17,13083,287758
"george_robertson","george","robertson",26,9791,787
"essex_are","essex","are",25,2203,456718
"which_leaves","which","leaves",129,364831,6332
"readers_will","readers","will",211,4428,250441
"instruments_and","instruments","and",244,2826,2614893
"interpretation_with","interpretation","with",14,4278,658333
"wife_i","wife","i",60,15384,720226
